INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
,ALUNO-971,,,,,,,,,,,,,,
,ALUNO-972,,,,,,,,,,,,,,
Escola Pública,ALUNO-973,1N,Não,8.116.390.666.666.660,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,6.2,7.5,10,6.875,7.444.443.333.333.330,10
,ALUNO-974,,,,,,,,,,,,,,
,ALUNO-975,,,,,,,,,,,,,,
,ALUNO-976,,,,,,,,,,,,,,
,ALUNO-977,,,,,,,,,,,,,,
,ALUNO-978,,,,,,,,,,,,,,
,ALUNO-979,,,,,,,,,,,,,,
,ALUNO-980,,,,,,,,,,,,,,
,ALUNO-981,,,,,,,,,,,,,,
,ALUNO-982,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-983,2N,Não,77.897.240.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.9,3.75,5.5,8.125,811.111,10
Escola Pública,ALUNO-984,1H,Não,5.311.390.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,4.3,7.5,0,7.291.666.666.666.660,761.111,5
,ALUNO-985,,,,,,,,,,,,,,
Escola Pública,ALUNO-986,4F,Não,7.000.417.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,4.2,7.5,6.333.333.333.333.330,8.4375,6.916.665,10
,ALUNO-987,,,,,,,,,,,,,,
,ALUNO-988,,,,,,,,,,,,,,
Escola Pública,ALUNO-989,2P,Não,7.886.668.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.6,7.5,7,8.333.333.333.333.330,7.666.666.666.666.660,5
,ALUNO-990,,,,,,,,,,,,,,
Escola Pública,ALUNO-991,2N,Não,67.994.460.000.000.000,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.9,6.25,2.5,7.5,722.222,10
Escola Pública,ALUNO-992,0F,Não,7.32,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,5.6,7.5,9.5,7.5,699.999,5
Rede Decisão/União,ALUNO-993,5F,Não,75.256.255,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708.333,8.3,4.375,6,828.125,8.458.337.499.999.990,10
Escola Pública,ALUNO-994,2F,Não,8.677.223.999.999.990,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.4,6.875,9,7.708.333.333.333.330,7.944.443.333.333.330,10
,ALUNO-995,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-996,2G,Não,7.736.390.666.666.660,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.3,7.5,6,7.708.333.333.333.330,8.277.776.666.666.660,10
Escola Pública,ALUNO-997,1A,Não,8.982.502,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.6,10,9,8.125,7.75,10
,ALUNO-998,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-999,3G,Não,7.004.444.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833.334,5.8,3.125,7.333.333.333.333.330,6.875,772.222,10
,ALUNO-1000,,,,,,,,,,,,,,
,ALUNO-1001,,,,,,,,,,,,,,
Escola Pública,ALUNO-1002,3J,Não,8.114.724,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,9.4,7.5,8.333.333.333.333.330,8.125,7.944.446.666.666.660,5
Escola Pública,ALUNO-1003,3C,Não,7.598.890.333.333.330,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,958.335,6.8,7.5,8,8.749.999.999.999.990,7.777.776.666.666.660,5
Escola Pública,ALUNO-1004,0H,Não,7.675.002.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,6.25,9,2.5,5.5,10
,ALUNO-1005,,,,,,,,,,,,,,
Escola Pública,ALUNO-1006,1H,Não,78.105.573.333.333.300,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.4,7.5,7.5,7.916.666.666.666.660,7.444.443.333.333.330,5
Escola Pública,ALUNO-1007,2P,Não,75.266.693.333.333.300,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.3,7.5,4,8.333.333.333.333.330,7.666.670.000.000.000,10
,ALUNO-1008,,,,,,,,,,,,,,
,ALUNO-1009,,,,,,,,,,,,,,
Escola Pública,ALUNO-1010,1B,Não,8.582.085,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.9,5,10,7.1875,7.416.665,10
,ALUNO-1011,,,,,,,,,,,,,,
Escola Pública,ALUNO-1012,1M,Não,8.765.835.000.000.000,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,9.1,7.5,10,8.125,7.916.665,10
,ALUNO-1013,,,,,,,,,,,,,,
Escola Pública,ALUNO-1014,1N,Não,6.964.446,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.6,7.5,5,7.5,7.222.219.999.999.990,5
Escola Pública,ALUNO-1015,3R,Sim,8.052.502,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,7.2,7.5,6.666.666.666.666.660,8.125,9.000.003.333.333.330,10
Escola Pública,ALUNO-1016,2E,Não,7.433.890.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.6,7.5,6,7.916.666.666.666.660,711.111,5
Rede Decisão/União,ALUNO-1017,2J,Não,8.473.890.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.8,7.5,8.5,7.083.333.333.333.330,8.277.776.666.666.660,10
Escola Pública,ALUNO-1018,5L,Não,4.995.277.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,4.9,7.5,0,8.541.666.666.666.660,5.388.883.333.333.330,5
Escola Pública,ALUNO-1019,5A,Não,6.252.775.000.000.000,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,624.999,6.5,7.5,4.333.333.333.333.330,8.333.333.333.333.330,688.888,5
FIAP,ALUNO-1020,8A,,6.250.001,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,875.001,0,6.875,7.5,0,0,10
Escola Pública,ALUNO-1021,2M,Não,67.829.180.000.000.000,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.8,6.875,4.5,7.1875,758.333,5
Escola Pública,ALUNO-1022,0F,Não,8.780.002,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,9.9,7.5,9,7.5,7.5,10
,ALUNO-1023,,,,,,,,,,,,,,
Escola Pública,ALUNO-1024,5L,Não,37.622.213.333.333.300,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,2.2,3.125,0,7.708.333.333.333.330,494.444,5
,ALUNO-1025,,,,,,,,,,,,,,
,ALUNO-1026,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1027,5G,Sim,8.069.793.166.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,9,4.375,6.333.333.333.333.330,890.625,90.000.025,10
Escola Pública,ALUNO-1028,2C,Não,773.389,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.1,7.5,7.5,7.916.666.666.666.660,7.111.106.666.666.660,5
Escola Pública,ALUNO-1029,1D,Sim,8.352.502.999.999.990,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.7,7.5,9,8.125,9.000.005,5
,ALUNO-1030,,,,,,,,,,,,,,
Escola Pública,ALUNO-1031,0B,Sim,9.166.669,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,7.5,10,7.5,8.833.335,10
,ALUNO-1032,,,,,,,,,,,,,,
,ALUNO-1033,,,,,,,,,,,,,,
Escola Pública,ALUNO-1034,2N,Não,7.751.391.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.5,7.5,5.5,8.125,7.944.446.666.666.660,10
Escola Pública,ALUNO-1035,1C,Não,8.263.334.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,9.4,7.5,10,7.5,7.166.663.333.333.330,5
Escola Pública,ALUNO-1036,1E,Não,4.701.666.666.666.660,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,841.668,3.3,6.875,0,6.458.333.333.333.330,6.833.326.666.666.660,5
,ALUNO-1037,,,,,,,,,,,,,,
,ALUNO-1038,,,,,,,,,,,,,,
,ALUNO-1039,,,,,,,,,,,,,,
,ALUNO-1040,,,,,,,,,,,,,,
Escola Pública,ALUNO-1041,3M,Não,7.793.543.333.333.330,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,5.4,7.5,8.666.666.666.666.660,796.875,779.167,10
,ALUNO-1042,,,,,,,,,,,,,,
,ALUNO-1043,,,,,,,,,,,,,,
,ALUNO-1044,,,,,,,,,,,,,,
,ALUNO-1045,,,,,,,,,,,,,,
Escola Pública,ALUNO-1046,3R,Sim,7.993.334.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.3,7.5,7.666.666.666.666.660,8.333.333.333.333.330,883.334,5
Escola Pública,ALUNO-1047,4L,Não,4.833.887.333.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,2.1,7.5,0,7.916.666.666.666.660,5.611.103.333.333.330,10
,ALUNO-1048,,,,,,,,,,,,,,
,ALUNO-1049,,,,,,,,,,,,,,
,ALUNO-1050,,,,,,,,,,,,,,
Escola Pública,ALUNO-1051,3F,Não,6.254.445.333.333.330,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,2.8,7.5,36.666.666.666.666.600,7.5,772.222,10
,ALUNO-1052,,,,,,,,,,,,,,
,ALUNO-1053,,,,,,,,,,,,,,
,ALUNO-1054,,,,,,,,,,,,,,
,ALUNO-1055,,,,,,,,,,,,,,
Escola Pública,ALUNO-1056,3L,Não,4.336.873.833.333.330,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.7,4.375,26.666.666.666.666.600,609.375,50.833.275,2.5
,ALUNO-1057,,,,,,,,,,,,,,
,ALUNO-1058,,,,,,,,,,,,,,
,ALUNO-1059,,,,,,,,,,,,,,
,ALUNO-1060,,,,,,,,,,,,,,
Escola Pública,ALUNO-1061,2C,Não,7.940.278.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,8.5,6.875,9,7.916.666.666.666.660,7.555.549.999.999.990,5
,ALUNO-1062,,,,,,,,,,,,,,
,ALUNO-1063,,,,,,,,,,,,,,
,ALUNO-1064,,,,,,,,,,,,,,
,ALUNO-1065,,,,,,,,,,,,,,
,ALUNO-1066,,,,,,,,,,,,,,
Escola Pública,ALUNO-1067,0D,Não,8.312.502,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,10,7.5,9.5,8.125,7.5,5
,ALUNO-1068,,,,,,,,,,,,,,
,ALUNO-1069,,,,,,,,,,,,,,
Escola Pública,ALUNO-1070,0E,Não,76.333.340.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,10,7.5,9.5,5,566.666,5
,ALUNO-1071,,,,,,,,,,,,,,
Escola Pública,ALUNO-1072,3C,Não,8.193.334.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875.001,8.3,7.5,7.333.333.333.333.330,8.749.999.999.999.990,7.833.333.333.333.330,10
,ALUNO-1073,,,,,,,,,,,,,,
,ALUNO-1074,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1075,4A,Não,8.796.113.333.333.330,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916.668,9.8,10,6.666.666.666.666.660,8.749.999.999.999.990,855.556,10
,ALUNO-1076,,,,,,,,,,,,,,
Escola Pública,ALUNO-1077,0C,Não,8.254.168,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500.020.000.000.000,10,7.5,7.5,6.875,683.333,10
Escola Pública,ALUNO-1078,1J,Não,7.804.168.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,74.166.799.999.999.900,8,6.875,10,7.083.333.333.333.330,7.833.333.333.333.330,5
Escola Pública,ALUNO-1079,1J,Não,6.602.502,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.7,7.5,4.25,7.291.666.666.666.660,7.666.666.666.666.660,5
,ALUNO-1080,,,,,,,,,,,,,,
Escola Pública,ALUNO-1081,5G,Não,52.535.425,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,6.7,3.125,4,609.375,42.916.675,5
,ALUNO-1082,,,,,,,,,,,,,,
,ALUNO-1083,,,,,,,,,,,,,,
Escola Pública,ALUNO-1084,0D,Não,8.308.336,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,10,4.375,9,6.875,741.667,10
Escola Pública,ALUNO-1085,3M,Não,6.205.209.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,5.5,7.5,33.333.333.333.333.300,796.875,7.375,5
,ALUNO-1086,,,,,,,,,,,,,,
Escola Pública,ALUNO-1087,2L,Não,7.635.279.333.333.330,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,750.002,8.6,7.5,6,7.708.333.333.333.330,7.222.219.999.999.990,10
Escola Pública,ALUNO-1088,5L,Não,6.116.945.666.666.660,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,875.001,4.8,7.5,26.666.666.666.666.600,8.541.666.666.666.660,8.222.223.333.333.330,5
Escola Pública,ALUNO-1089,0B,Sim,8.900.004,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,10,7.5,8.5,10,1.000.001,5
Escola Pública,ALUNO-1090,1N,Não,6.611.668,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,700.002,4.6,7.5,8,7.083.333.333.333.330,7.166.663.333.333.330,5
,ALUNO-1091,,,,,,,,,,,,,,
Escola Pública,ALUNO-1092,6A,Não,53.102.075,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,4.9,7.5,2,796.875,69.166.625,10
Rede Decisão/União,ALUNO-1093,5B,Não,7.297.778.666.666.660,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916.668,9.1,7.5,5.333.333.333.333.330,8.333.333.333.333.330,7.055.553.333.333.330,5
Escola Pública,ALUNO-1094,2D,Não,8.041.252,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.3,7.5,8.5,7.8125,7.75,5
Escola Pública,ALUNO-1095,0B,Não,9.116.669,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,10,7.5,10,7.5,8.083.335,10
,ALUNO-1096,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1097,3B,Não,7.818.543.333.333.330,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958.335,7.4,7.5,6.666.666.666.666.660,796.875,7.5,10
,ALUNO-1098,,,,,,,,,,,,,,
,ALUNO-1099,,,,,,,,,,,,,,
FIAP,ALUNO-1100,8A,,8.976.668,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,916.668,10,7.5,8.9,0,0,10
,ALUNO-1101,,,,,,,,,,,,,,
,ALUNO-1102,,,,,,,,,,,,,,
Escola Pública,ALUNO-1103,2H,Não,6.394.585,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,791.668,8.9,4.375,3.5,4.6875,8.583.335,5
,ALUNO-1104,,,,,,,,,,,,,,
Escola Pública,ALUNO-1105,1D,Não,7.648.752,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,750.002,9.4,7.5,7.5,7.1875,7.75,5
Escola Pública,ALUNO-1106,0E,Sim,77.341.690.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,9.9,4.375,9.5,2.5,8.833.335,5
,ALUNO-1107,,,,,,,,,,,,,,
,ALUNO-1108,,,,,,,,,,,,,,
,ALUNO-1109,,,,,,,,,,,,,,
Escola Pública,ALUNO-1110,1A,Não,7.852.501.999.999.990,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500.020.000.000.000,7.7,7.5,8.5,8.125,8,5
,ALUNO-1111,,,,,,,,,,,,,,
Escola Pública,ALUNO-1112,6B,Não,68.100.005,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791.667,5.8,6.25,4.5,7.5,79.166.675,10
,ALUNO-1113,,,,,,,,,,,,,,
,ALUNO-1114,,,,,,,,,,,,,,
,ALUNO-1115,,,,,,,,,,,,,,
,ALUNO-1116,,,,,,,,,,,,,,
,ALUNO-1117,,,,,,,,,,,,,,
,ALUNO-1118,,,,,,,,,,,,,,
Escola Pública,ALUNO-1119,1A,Não,8.541.252,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000.020.000.000.000,8.8,7.5,9,7.8125,7.25,10
,ALUNO-1120,,,,,,,,,,,,,,
,ALUNO-1121,,,,,,,,,,,,,,
,ALUNO-1122,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1123,3J,Sim,8.266.390.000.000.000,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,833.334,8.7,6.875,8.333.333.333.333.330,9.166.666.666.666.660,9.611.113.333.333.330,5
,ALUNO-1124,,,,,,,,,,,,,,
,ALUNO-1125,,,,,,,,,,,,,,
