,INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
463,Escola Pública,ALUNO-464,4,B,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,8.4,7.5,0.0,8.7,7.8,10.0
465,Escola Pública,ALUNO-466,6,A,Não,5.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",0.0,6.5,6.25,5.1,7.7,7.7,5.0
466,Escola Pública,ALUNO-467,2,M,Não,6.6,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,7.5,6.88,3.7,7.1,7.58,5.0
467,Escola Pública,ALUNO-468,1,N,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,7.5,5.0,9.0,7.0,7.4,5.0
468,Rede Decisão/União,ALUNO-469,3,A,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,9.1,6.88,8.0,7.8,7.92,10.0
471,Escola Pública,ALUNO-472,1,K,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.9,7.5,9.5,7.7,8.11,5.0
472,Escola Pública,ALUNO-473,1,E,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,7.7,6.88,10.0,7.0,7.2,5.0
473,Escola Pública,ALUNO-474,1,H,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.3,7.5,9.5,7.2,7.72,5.0
475,Escola Pública,ALUNO-476,7,B,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,9.1,6.25,7.1,7.8,8.0,10.0
476,Escola Pública,ALUNO-477,2,L,Não,5.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,5.9,5.0,2.7,7.5,7.0,5.0
477,Escola Pública,ALUNO-478,2,G,Não,6.5,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.3,7.5,2.0,7.2,6.9,5.0
481,Escola Pública,ALUNO-482,2,E,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,9.6,7.5,8.0,9.1,8.2,5.0
482,Rede Decisão/União,ALUNO-483,2,E,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,9.6,5.0,8.0,7.7,8.17,10.0
485,Escola Pública,ALUNO-486,2,B,Não,5.8,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.0,5.0,0.5,6.0,7.5,5.0
486,Escola Pública,ALUNO-487,0,G,Não,8.78,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,10.0,7.5,10.0,7.8,6.5,10.0
487,Escola Pública,ALUNO-488,3,R,Não,6.5,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,4.2,6.88,5.6,7.2,5.6,10.0
489,Rede Decisão/União,ALUNO-490,3,B,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,8.5,6.88,8.6,7.7,8.29,5.0
490,Escola Pública,ALUNO-491,1,F,Não,6.6,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,2.3,7.5,10.0,7.1,6.92,5.0
491,Escola Pública,ALUNO-492,7,A,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.67,8.1,7.5,5.8,7.7,8.1,10.0
495,Rede Decisão/União,ALUNO-496,3,B,Não,8.6,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.5,7.5,7.6,7.97,8.5,10.0
498,Rede Decisão/União,ALUNO-499,1,B,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.7,10.0,9.0,7.1,8.0,5.0
499,Escola Pública,ALUNO-500,6,A,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,8.5,7.5,4.8,7.97,8.2,10.0
501,Escola Pública,ALUNO-502,4,L,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,8.5,7.5,6.6,8.5,8.3,10.0
502,Escola Pública,ALUNO-503,0,B,Não,7.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,7.5,5.7,2.5,5.9,10.0
505,Escola Pública,ALUNO-506,0,A,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,10.0,7.5,10.0,7.5,7.1,10.0
506,Escola Pública,ALUNO-507,3,E,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,8.8,5.0,7.6,8.0,7.2,10.0
508,Escola Pública,ALUNO-509,7,A,Sim,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,9.5,7.5,6.3,7.7,8.7,10.0
511,Escola Pública,ALUNO-512,3,C,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,10.0,4.38,8.3,9.7,9.2,5.0
512,Escola Pública,ALUNO-513,1,G,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.4,9.4,7.5,10.0,8.0,7.7,10.0
514,Escola Pública,ALUNO-515,5,G,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.67,9.1,6.88,6.3,7.97,6.42,10.0
516,Escola Pública,ALUNO-517,5,B,Não,6.9,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,3.1,7.5,6.3,8.3,7.8,10.0
517,Rede Decisão/União,ALUNO-518,6,A,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,9.2,7.5,7.3,7.97,7.9,10.0
519,Escola Pública,ALUNO-520,2,N,Sim,8.17,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.4,9.6,6.25,6.0,8.7,9.06,10.0
520,Escola Pública,ALUNO-521,1,E,Não,8.6,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.5,10.0,10.0,8.7,8.6,5.0
521,Escola Pública,ALUNO-522,1,A,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,9.3,7.5,6.5,7.1,7.5,5.0
523,Escola Pública,ALUNO-524,0,F,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,7.5,9.5,8.0,7.5,5.0
526,Rede Decisão/União,ALUNO-527,5,F,Sim,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,8.5,6.88,6.6,8.91,9.3,5.0
529,Escola Pública,ALUNO-530,1,M,Não,5.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,3.3,7.5,0.0,7.1,7.58,5.0
530,Escola Pública,ALUNO-531,4,A,Sim,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,9.8,7.5,5.0,7.9,8.72,5.0
532,Escola Pública,ALUNO-533,2,C,Não,5.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,6.7,6.88,0.0,7.9,6.8,5.0
533,Escola Pública,ALUNO-534,0,H,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,6.25,10.0,7.8,7.5,5.0
534,Escola Pública,ALUNO-535,1,M,Não,6.9,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.5,5.63,7.5,6.0,7.4,2.5
539,Escola Pública,ALUNO-540,1,G,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.1,7.5,7.0,8.0,7.7,5.0
540,Escola Pública,ALUNO-541,3,F,Sim,9.0,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.9,6.88,9.6,7.9,8.9,10.0
543,Escola Pública,ALUNO-544,2,R,Não,6.7,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,7.6,3.75,5.5,7.5,7.5,5.0
544,Escola Pública,ALUNO-545,1,J,Não,6.7,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,6.9,7.5,5.0,7.2,7.6,5.0
545,Escola Pública,ALUNO-546,5,L,Não,4.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,5.4,3.13,4.6,5.4,4.8,2.5
546,Escola Pública,ALUNO-547,4,L,Não,7.2,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,6.6,5.0,6.0,8.3,7.9,10.0
548,Escola Pública,ALUNO-549,3,M,Não,4.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,1.7,4.38,0.0,7.97,6.2,10.0
551,Escola Pública,ALUNO-552,2,P,Não,0.7,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",0.0,8.7,6.88,3.0,7.9,7.0,5.0
554,Escola Pública,ALUNO-555,1,J,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,9.5,7.5,7.5,7.5,7.8,5.0
556,Escola Pública,ALUNO-557,2,M,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.5,6.25,7.5,8.4,7.9,5.0
558,Escola Pública,ALUNO-559,2,H,Não,5.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,4.3,7.5,4.0,6.5,7.2,5.0
559,Escola Pública,ALUNO-560,1,N,Não,6.8,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.92,5.3,7.5,7.5,7.0,7.3,5.0
560,Escola Pública,ALUNO-561,3,F,Não,6.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,5.5,7.5,1.1,8.0,6.8,10.0
561,Escola Pública,ALUNO-562,2,L,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,9.7,7.5,6.2,9.1,8.5,10.0
563,Escola Pública,ALUNO-564,3,A,Não,7.2,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,4.0,5.0,9.0,7.97,7.1,10.0
567,Escola Pública,ALUNO-568,3,F,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,9.7,7.5,7.3,8.0,7.1,5.0
568,Escola Pública,ALUNO-569,0,B,Sim,9.2,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,10.0,7.5,10.0,7.5,8.92,10.0
569,Escola Pública,ALUNO-570,1,R,Não,7.6,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,6.3,7.5,10.0,7.5,7.61,5.0
573,Escola Pública,ALUNO-574,5,G,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,8.4,6.88,7.6,8.0,7.33,5.0
576,Escola Pública,ALUNO-577,1,K,Não,5.2,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,5.0,7.5,0.0,7.2,7.8,5.0
578,Escola Pública,ALUNO-579,2,H,Sim,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,8.5,6.25,6.5,5.0,9.0,10.0
580,Escola Pública,ALUNO-581,4,B,Não,4.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,1.9,7.5,0.0,7.9,7.2,5.0
582,Escola Pública,ALUNO-583,4,E,Não,7.4,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.08,6.2,6.88,7.6,7.9,7.2,10.0
584,Escola Pública,ALUNO-585,1,E,Não,6.5,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.0,4.38,6.0,5.2,8.0,2.5
585,Escola Pública,ALUNO-586,1,K,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.1,7.5,10.0,7.2,7.6,5.0
